662,0001-01-01 00:17:24.662,IMU,1044662097,0.002336818,0.008531626,0.0001249799,0.2176297,-0.2303371,-9.676798,0.57,1.37,0,0,35.65853,1,1,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,0001-01-01 00:17:24.795,IMU,1044795701,0.0009951896,0.009321862,0.0006388782,0.2158702,-0.2346381,-9.683662,0.57,1.38,0,0,35.65832,1,1,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,0001-01-01 00:17:24.805,IMU,1044805795,0.0003458539,0.008377186,0.0005050975,0.2209176,-0.2337099,-9.652539,0.57,1.38,0,0,35.65837,1,1,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,0001-01-01 00:17:24.815,IMU,1044815774,0.0002616688,0.008362936,0.0007743047,0.2268043,-0.223205,-9.654286,0.57,1.38,0,0,35.65842,1,1,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,0001-01-01 00:17:24.825,IMU,1044825830,0.0005639256,0.008761269,1.352385E-05,0.2293149,-0.2118009,-9.660484,0.57,1.38,0,0,35.65847,1,1,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,0001-01-01 00:17:24.835,IMU,1044835760,0.001329256,0.009323156,-0.0004011645,0.221704,-0.2093515,-9.668292,0.57,1.38,0,0,35.65852,1,1,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,0001-01-01 00:17:24.845,IMU,1044845748,0.001669873,0.008849414,-0.0003579217,0.2251535,-0.209471,-9.676694,0.57,1.38,0,0,35.65857,1,1,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,0001-01-01 00:17:24.856,IMU,1044856237,0.001717364,0.007936591,-0.0005005167,0.219557,-0.2141109,-9.686006,0.57,1.38,0,0,35.65862,1,1,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,0001-01-01 00:17:24.865,IMU,1044865859,0.001534176,0.008196525,-0.0004183419,0.2116757,-0.2232663,-9.699669,0.57,1.37,0,0,35.65876,1,1,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,0001-01-01 00:17:24.875,IMU,1044875742,0.001919039,0.008261651,-0.0001810669,0.2292961,-0.2348555,-9.680019,0.57,1.37,0,0,35.65882,1,1,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,0001-01-01 00:17:24.885,IMU,1044885752,0.001922818,0.007958128,-0.000302399,0.220511,-0.2338734,-9.677637,0.57,1.37,0,0,35.65884,1,1,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,0001-01-01 00:17:24.895,IMU,1044895796,0.002235407,0.008627815,1.649754E-05,0.2282692,-0.2195769,-9.671727,0.57,1.37,0,0,35.65873,1,1,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
